id	kind	title	station	theme	language	styleSanitized	promptLineCount	lyricLineCount	timingBasis	timingVerified	primaryLyricsSource
5ca9eaf3-f217-487c-b700-28362ca02ec0	catalog-track	चला आर्यो का टोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Chorus; Final Chorus - Full power, maximum energy	38	37	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-15_5ca9eaf3_बम भोला चोला.txt
67800d7d-2832-4abd-9273-de538c1471a0	catalog-track	भगवा चोला बम	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	[Genre: Devotional Folk Rock, Bhajan, Energetic Chant, Rajasthani Folk] [Tempo:; Chorus; Final Chorus - Full power, maximum energy	37	36	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-15_67800d7d_भगवा चोला बम.txt
b355bd3b-7913-40b5-8f0d-a482329e49b6	catalog-track	चला आर्यो का टोला	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Chorus; Final Chorus - Full power, maximum energy	37	36	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-15_b355bd3b_भगवा चोला बम.txt
f5f173d2-b941-4beb-8383-123e56486214	catalog-track	सिलेंस के पार	gurukul	Other / Misc	Hindi	[Style: Nautanki-Swang-Qawwali hybrid audio drama. Single male vocalist performi; Intro: Distant nagada hit — 3 times. Then a male voice shouts: "अरे हो… सुनो सुनो आज नौटंकी है, स्वाँग है, क़व्वाली है… और बीच में है सपना!" Dholak fast for 2 seconds — stops.; Chorus — harmonium, slow dholak, soft claps; Raskhan enters — same vocalist, voice changes to playful, nasal, fast. Chorus laughs after each couplet — "हे हे हे… अरे ये तो ठगा गया!" Dholak "lapak" hit.; Meera enters — same vocalist, voice changes to higher, cracked, yearning. Chorus whispers "म्हारो प्रभु…" between lines.; Raskhan and Meera clash — vocalist switches rapidly between both voices. Chorus says "लड़ गए… लड़ गए…" Khartal fast.; Hemant enters — same vocalist, voice changes to deep, slow, meditative. Tabla stops. Only harmonium. Chorus silent. 3 seconds pause.; (Chorus once, very soft: "रोता है… रोता है…"); Dream sequence — harmonium plays off-tune. Distant glass break. Water drop. Metal spatula on pan — oil sizzle. Vocalist as Hemant, but with echo — like speaking from a well. Chorus fades out.; Climax — no instruments. Vocalist performs all three voices, but one after another, from different directions. Chorus silent.; Outro — No instruments. 8 seconds silence. Then a single nagada hit — very far. Harmon note half-faded — then stops. Chorus whispers once, like children telling a secret:	36	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_f5f173d2_सिलेंस के पार.txt
a37f2f45-fd0e-4254-a6cc-1dd4376ceaa2	catalog-track	नाम तेरे रखे अनेक	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: Distant nagada hit — 3 times. Then a male voice shouts: "अरे हो… सुनो सुनो आज नौटंकी है, स्वाँग है, क़व्वाली है… और बीच में है सपना!" Dholak fast for 2 seconds — stops.; Chorus — harmonium, slow dholak, soft claps; Raskhan enters — same vocalist, voice changes to playful, nasal, fast. Chorus laughs after each couplet — "हे हे हे… अरे ये तो ठगा गया!" Dholak "lapak" hit.; Meera enters — same vocalist, voice changes to higher, cracked, yearning. Chorus whispers "म्हारो प्रभु…" between lines.; Raskhan and Meera clash — vocalist switches rapidly between both voices. Chorus says "लड़ गए… लड़ गए…" Khartal fast.; Hemant enters — same vocalist, voice changes to deep, slow, meditative. Tabla stops. Only harmonium. Chorus silent. 3 seconds pause.; (Chorus once, very soft: "रोता है… रोता है…"); Dream sequence — harmonium plays off-tune. Distant glass break. Water drop. Metal spatula on pan — oil sizzle. Vocalist as Hemant, but with echo — like speaking from a well. Chorus fades out.; Climax — no instruments. Vocalist performs all three voices, but one after another, from different directions. Chorus silent.; Outro — No instruments. 8 seconds silence. Then a single nagada hit — very far. Harmon note half-faded — then stops. Chorus whispers once, like children telling a secret:	36	31	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_a37f2f45_सिलेंस के पार.txt
2b4d9843-2835-4383-b5f5-f90a9f2cde42	catalog-track	घुटने-छुपा एक	gurukul	Other / Misc	Hindi	[Style: Three-voice dialogue Qawwali. Characters: Raskhan (Braj, mischievous, su; Intro: Harmonium in Bhairavi, slow. Chorus hums "Aa... Aa..." softly. Tabla enters in slow ektal.; Chorus (full, slow):; Chorus (echoing softly):; Chorus (with a light clap on "कहाए"):; Chorus (soft, long sigh):; Chorus (firm, with harmonium swell):; Chorus (soft, almost in awe):; Chorus (very slow):; Chorus (creeping in, softest):; After 7 seconds, chorus whispers once, together:; Outro: Single harmonium note held, fading slowly — 6 seconds — then nothing.	61	59	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_2b4d9843_घुटने-छुपा एक.txt
f0e7033c-a246-4902-a230-945e9796c695	catalog-track	नाम तेरे रखे अनेक	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: Harmonium in Bhairavi, slow. Chorus hums "Aa... Aa..." softly. Tabla enters in slow ektal.; Chorus (full, slow):; Chorus (echoing softly):; Chorus (with a light clap on "कहाए"):; Chorus (soft, long sigh):; Chorus (firm, with harmonium swell):; Chorus (soft, almost in awe):; Chorus (very slow):; Chorus (creeping in, softest):; After 7 seconds, chorus whispers once, together:; Outro: Single harmonium note held, fading slowly — 6 seconds — then nothing.	61	59	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_f0e7033c_घुटने-छुपा एक.txt
e553b9c9-27cd-43b9-a4e0-f97ca910e45d	catalog-track	तोरै ही भरोसो	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: Harmonium slow melody in Bhairavi, tabla enters ektal, chorus hums on "हो... हो...; Lead solo — in a deep, broken voice, pulling each word from the chest; Tabla pace slightly rises; Harmonium interlude — 4 seconds — chorus soft; Suddenly — tabla stops for 4 seconds. Only harmonium. Lead alone.; Full Qawwali chorus enters now — tabla ektal faster, claps on sam, harmonium rising — but not ecstatic, more like a collective cry; Lead cuts through the chorus. Chorus stops instantly. Silence. Only a single harmonium note held.; After 6 seconds of silence — a single male voice, humming an incomplete, unresolved tune — alone. Fades.; End	1	1	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_e553b9c9_नाम अनेक एक.txt
91ec0002-3ce7-418e-a969-3c1a00f9f662	catalog-track	नाम अनेक एक	gurukul	Other / Misc	Hindi	[Style: Traditional Qawwali sung in Braj Bhasha dialect, Sufi devotional tone, m; Intro: Harmonium slow melody in Bhairavi, tabla enters ektal, chorus hums on "हो... हो...; Lead solo — in a deep, broken voice, pulling each word from the chest; Tabla pace slightly rises; Harmonium interlude — 4 seconds — chorus soft; Suddenly — tabla stops for 4 seconds. Only harmonium. Lead alone.; Full Qawwali chorus enters now — tabla ektal faster, claps on sam, harmonium rising — but not ecstatic, more like a collective cry; Lead cuts through the chorus. Chorus stops instantly. Silence. Only a single harmonium note held.; After 6 seconds of silence — a single male voice, humming an incomplete, unresolved tune — alone. Fades.; End	1	1	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_91ec0002_नाम अनेक एक.txt
b25c705c-37d8-4b8f-8f80-49fc861fb6a5	catalog-track	नाम-छुपा दाता	gurukul	Other / Misc	Hindi	[Style: Hybrid Sufi composition — alternating between solo spoken-word Nazm and; Transition — Harmonium enters softly, alone. No tabla yet. A single note held.; Tabla enters now — very slow ektal. Chorus enters as a distant echo, not yet full. This is the first hybrid section.; Lead (still alone in front, but chorus behind like a shadow):; Chorus (soft, far): होने से...; Chorus (slightly closer): एहसास है...; Chorus: बसता तू...; Chorus (first full statement, with handclap): आस है... आस है... हर आशिक़ की आस है!; Qawwali section begins — full chorus, tabla on ektal, harmonium melody. But the words remain philosophical, not ecstatic.; Chorus alone (repeating the paradox like a mantra):; Suddenly — tabla stops. Chorus stops. Only harmonium holds a low note.; (Chorus tries to enter: "सबब है... सबब है..." —); Lead (holds up a hand. Silence. Chorus stops.); Final Nazm section — complete solitude. No instruments. No chorus. Only voice.; (Silence holds. No answer. No chorus. No harmonium.)	37	26	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_b25c705c_नाम-छुपा दाता.txt
cb2c77c5-2aab-4459-9d5f-84c4024be973	catalog-track	तुझ पर ही भरोसा	gurukul	Other / Misc	Hindi	Other / Misc; Transition — Harmonium enters softly, alone. No tabla yet. A single note held.; Tabla enters now — very slow ektal. Chorus enters as a distant echo, not yet full. This is the first hybrid section.; Lead (still alone in front, but chorus behind like a shadow):; Chorus (soft, far): होने से...; Chorus (slightly closer): एहसास है...; Chorus: बसता तू...; Chorus (first full statement, with handclap): आस है... आस है... हर आशिक़ की आस है!; Qawwali section begins — full chorus, tabla on ektal, harmonium melody. But the words remain philosophical, not ecstatic.; Chorus alone (repeating the paradox like a mantra):; Suddenly — tabla stops. Chorus stops. Only harmonium holds a low note.; (Chorus tries to enter: "सबब है... सबब है..." —); Lead (holds up a hand. Silence. Chorus stops.); Final Nazm section — complete solitude. No instruments. No chorus. Only voice.; (Silence holds. No answer. No chorus. No harmonium.)	37	26	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_cb2c77c5_नाम-छुपा दाता.txt
4ee44646-3967-4f0a-bbae-22021f58063f	catalog-track	तुझ पर ही भरोसा... तुझ पर है यक़ीन	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 8 seconds – harmonium melodic phrase in Bhairavi or Yaman, tabla enters in ektal, slow. Chorus hums on "Aa... Aa..." with harmonium; Lead Solo – in a low, heavy, cracked voice, like someone pleading alone at 2 AM; – Short harmonium run, tabla continues –; Verse 2 – slightly faster, more agitated; – Harmon interlude – 4 seconds, tabla continues –; Verse 3 – slower again, introspective; – Harmonium and tabla intensify – 4 seconds –; Verse 4 – climax building, paradoxical lines delivered with pregnant pauses; – 6-second instrumental swell – harmonium rises, tabla plays a tihai, chorus hums – then a sudden drop to near silence –; Verse 5 – The Question. The darkest moment. No chorus until the very end.; – Harmonium slow fade, tabla does one final, incomplete cycle, no resolution –; Outro: 8 seconds – male humming alone, then silence; End	1	1	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_4ee44646_Tujh Par भरोसा.txt
31e87d44-ff07-4ab5-8a2d-4381d75a2b64	catalog-track	Tujh Par भरोसा	gurukul	Other / Misc	English	[Style: Traditional Qawwali, male lead vocal with 3-voice male chorus, harmonium; Intro: 8 seconds – harmonium melodic phrase in Bhairavi or Yaman, tabla enters in ektal, slow. Chorus hums on "Aa... Aa..." with harmonium; Lead Solo – in a low, heavy, cracked voice, like someone pleading alone at 2 AM; – Short harmonium run, tabla continues –; Verse 2 – slightly faster, more agitated; – Harmon interlude – 4 seconds, tabla continues –; Verse 3 – slower again, introspective; – Harmonium and tabla intensify – 4 seconds –; Verse 4 – climax building, paradoxical lines delivered with pregnant pauses; – 6-second instrumental swell – harmonium rises, tabla plays a tihai, chorus hums – then a sudden drop to near silence –; Verse 5 – The Question. The darkest moment. No chorus until the very end.; – Harmonium slow fade, tabla does one final, incomplete cycle, no resolution –; Outro: 8 seconds – male humming alone, then silence; End	1	1	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_31e87d44_Tujh Par भरोसा.txt
4cf08691-a7ea-40e0-bd21-8b0b272cb3f6	catalog-track	वो है-इसलिए मैं	kabir-clubbing	Rap & Fusion	Hindi	[Style: Sufi devotional, slow meditative recitation, no rhythm, no beat, only de; Verse 1 - slow, heavy, broken	12	12	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_4cf08691_वो है-इसलिए मैं.txt
2aa5f8f0-1fd1-4473-9dd2-a3db61cfd0dc	catalog-track	तुझ पर ही भरोसा	gurukul	Other / Misc	Hindi	Other / Misc; Verse 1 - slow, heavy, broken	12	12	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-13_2aa5f8f0_वो है-इसलिए मैं.txt
dd450e4b-6a76-42d9-8a70-2e4a0244702d	catalog-track	बोटी-फुर्र अरदास	kabir-clubbing	Rap & Fusion	Hindi	Hyper Rap, Punjabi Trap, 170 BPM, male rapid-fire vocals, chaotic fun, meme ener	56	53	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-12_dd450e4b_बोटी-फुर्र अरदास.txt
8bcb26e4-6909-4e70-9291-af3e5452bf87	catalog-track	बोटी-फुर्र अरदास	kabir-clubbing	Rap & Fusion	Hindi	Hyper Rap, Punjabi Trap, 170 BPM, male rapid-fire vocals, chaotic fun, meme ener	56	53	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-12_8bcb26e4_बोटी-फुर्र अरदास.txt
f5ca7479-1bc5-4df4-a86e-e410e27b36cb	catalog-track	जिसकी लांबी लांबी चोटी	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	56	53	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-12_f5ca7479_इसी वाली बोटी.txt
12134426-c294-4dd0-9375-9f507bb1140a	catalog-track	इसी वाली बोटी	gurukul	Other / Misc	Hindi	Genre: Punjabi Folk Pop / Bhangra Pop / Energetic Party Song BPM: 120-130 Mood:	56	53	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-12_12134426_इसी वाली बोटी.txt
bb4a0cdc-93a8-4846-a9c5-30071f2fcf78	catalog-track	चप्पल-झिड़कियाँ	kabir-clubbing	Rap & Fusion	Hindi	[Genre: Qawwali × Hip-Hop Fusion, Indian Devotional Folk, Comedy, Urban Desi, Ma	51	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_bb4a0cdc_चप्पल-झिड़कियाँ.txt
2dbdbe4b-7abb-4214-b3ea-768e09a3cce1	catalog-track	तेरी चप्पल	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	51	41	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_2dbdbe4b_चप्पल-झिड़कियाँ.txt
e6e7cdf5-7183-436b-b56a-c8060859c0de	catalog-track	माँ की बेलन-झिड़कियाँ	kabir-clubbing	Rap & Fusion	Hindi	[Genre: Qawwali × Hip-Hop Fusion, Indian Devotional Folk, Comedy, Urban Desi, Ma	49	39	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_e6e7cdf5_माँ की बेलन-झिड़कियाँ.txt
5d3de852-628c-4d4e-83dc-4e2d0f91338a	catalog-track	तेरी चप्पल	ameerpur	Haryanvi Folk	Haryanvi	Haryanvi Folk	49	39	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_5d3de852_माँ की बेलन-झिड़कियाँ.txt
97f6c423-1e8d-4dec-92a5-a11b38363ee4	catalog-track	माँ की ममता-8D	sanaatana-vaigyaniq	Classical & Raag	English	ध्वनि का स्तर: इसे 8D साउंड में अनुभव करें, जहाँ 'राग माता' के सुर आपके चारों ओर	42	37	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_97f6c423_माँ की ममता-8D.txt
438a6526-4837-43f4-a7e5-50ae007fa00d	catalog-track	माताओं के दिवस नहीं	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha	42	37	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_438a6526_माँ की ममता-8D.txt
cf6d9e3e-ae51-435d-895a-c4d7f95ebf4d	catalog-track	मिट्टी-तालि उछाल	gurukul	Other / Misc	Hindi	1980s lo-fi field recording, live at Nidhivan temple courtyard, Raga Todi, Raw B; Intro: Out-of-tune harmonium, dholak hit, crowd murmurs, children shout "Hari Bol!; Tempo slows - Lead voice breaks; Hypnotic Trance - Fast Tempo - Dholak accelerates; (Chorus whisper: हरि बोल... हरि बोल... हरि बोल...); (Full Chorus - One Voice Now)	46	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_cf6d9e3e_मिट्टी-तालि उछाल.txt
30275318-8155-4d3f-8d49-c49ddaf3e5c1	catalog-track	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Intro: Out-of-tune harmonium, dholak hit, crowd murmurs, children shout "Hari Bol!; Tempo slows - Lead voice breaks; Hypnotic Trance - Fast Tempo - Dholak accelerates; (Chorus whisper: हरि बोल... हरि बोल... हरि बोल...); (Full Chorus - One Voice Now)	46	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_30275318_मिट्टी-तालि उछाल.txt
17abc34f-fad4-4b66-86f5-340e07c01725	catalog-track	तोरि बंसी की तान... सुनिबे कूँ तरस गये मोरै कान।	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Intro: Out-of-tune harmonium, dholak hit, crowd murmurs, children shout "Hari Bol!; Tempo slows - Lead voice breaks; Ecstatic Laughter - Fast Tempo - Dholak accelerates; (Full Chorus - One Voice Now)	47	35	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_17abc34f_बंसी की तान.txt
a0c2cd04-1c26-49ec-b699-610ef0a62630	catalog-track	बंसी की तान	gurukul	Other / Misc	Hindi	1980s lo-fi field recording, live at Nidhivan temple courtyard, Raga Todi, Raw B; Intro: Out-of-tune harmonium, dholak hit, crowd murmurs, children shout "Hari Bol!; Tempo slows - Lead voice breaks; Ecstatic Laughter - Fast Tempo - Dholak accelerates; (Full Chorus - One Voice Now)	47	35	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_a0c2cd04_बंसी की तान.txt
bd82b09f-8f58-4b13-8ae8-b3c88ea71ee4	catalog-track	बंसी तान बिरह	gurukul	Other / Misc	Hindi	Raw street temple qawwali, Raga Todi, live at Nidhivan Vrindavan, thousands of g; (Chorus: प्यास... प्यास...); Tempo slows - Emotional breakdown; Fast Tempo - Ecstatic Laughter - Dholak accelerates; Chorus - Grand Finale	43	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_bd82b09f_बंसी तान बिरह.txt
cb3b5a5b-0158-437f-bb0f-a905d88de403	catalog-track	बंसी तान बिरह	gurukul	Other / Misc	Hindi	Raw street temple qawwali, Raga Todi, live at Nidhivan Vrindavan, thousands of g; (Chorus: प्यास... प्यास...); Tempo slows - Emotional breakdown; Fast Tempo - Ecstatic Laughter - Dholak accelerates; Chorus - Grand Finale	43	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_cb3b5a5b_बंसी तान बिरह.txt
7f168537-a968-41cb-ba05-f17737463764	catalog-track	घूँघट के पट खोलि दे आली	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; (Chorus: प्यास... प्यास...); Tempo slows - Emotional breakdown; Fast Tempo - Ecstatic Laughter - Dholak accelerates; Chorus - Grand Finale	43	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_7f168537_बंसीधर मुकुट.txt
d8e1bbbb-d558-49bb-9961-e2caa023d9aa	catalog-track	बंसीधर मुकुट	kabir-clubbing	Rap & Fusion	Hindi	Genre/Style: Braj Sankirtan, Dhrupad-folk fusion, Raw Devotional, Indian Temple; (Chorus: प्यास... प्यास...); Tempo slows - Emotional breakdown; Fast Tempo - Ecstatic Laughter - Dholak accelerates; Chorus - Grand Finale	43	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-10_d8e1bbbb_बंसीधर मुकुट.txt
d33be684-25d7-4e85-87ef-49230095291a	catalog-track	श्याम-धागो धरी	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian devotional bhajan, Hindustani classical, Raga Khamaj, Taal Keherw	16	16	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_d33be684_श्याम-धागो धरी.txt
0ad49695-99db-42e9-8a89-cc45b2f0875d	catalog-track	कौन कहे मनुस को जनम अभागो	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha	16	16	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_0ad49695_श्याम-धागो धरी.txt
20d780b6-4235-4a2e-85ae-2221c73e89ef	catalog-track	श्याम-धागो	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian devotional bhajan, Hindustani classical, Raga Khamaj, Taal Keherw	16	16	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_20d780b6_श्याम-धागो.txt
819c6001-5eb8-472a-ae59-0a0ebab6a312	catalog-track	श्याम-धागो	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian devotional bhajan, Hindustani classical, Raga Khamaj, Taal Keherw	16	16	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_819c6001_श्याम-धागो.txt
6093fffc-e0fc-44c3-b9b9-66d4d27c8180	catalog-track	तोरि बंसी तान	gurukul	Other / Misc	Hindi	Raw street temple qawwali, Raga Todi, live at Nidhivan Vrindavan, thousands of g; Open air temple atmosphere. Harmonium starts – slightly out of tune. Dholak hit. Crowd murmurs. Children shout "Hari Bol!" A temple bell rings random.; SCENE 4: ANTARA 3 – Surrender. No music. Just voice and claps.	65	37	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_6093fffc_तोरि बंसी तान.txt
2ad65ecc-4658-4a67-ad4f-68cbd8705a93	catalog-track	तोरी बंसी की तान... सुनन को तरस गए मोरे कान।	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Open air temple atmosphere. Harmonium starts – slightly out of tune. Dholak hit. Crowd murmurs. Children shout "Hari Bol!" A temple bell rings random.; SCENE 4: ANTARA 3 – Surrender. No music. Just voice and claps.	65	37	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_2ad65ecc_तोरि बंसी तान.txt
bc6100f3-8fad-4df5-a8c1-3cd98848d069	catalog-track	तोरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; (Chorus echoes: प्यास... प्यास...); SCENE 4: ANTARA 3 – Surrender. Tempo slows; SCENE 6: ANTARA 5 – Gopis' taunt. Ecstatic. Fast. Laughter	43	35	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_bc6100f3_बंसीधर ताज.txt
bdf090e4-3d39-4d47-863b-7bd1757feb8d	catalog-track	बंसीधर ताज	gurukul	Other / Misc	Hindi	Cinematic qawwali, Raga Todi, thousands of gopis + Radha solo, 60-120 BPM, femal; (Chorus echoes: प्यास... प्यास...); SCENE 4: ANTARA 3 – Surrender. Tempo slows; SCENE 6: ANTARA 5 – Gopis' taunt. Ecstatic. Fast. Laughter	43	35	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_bdf090e4_बंसीधर ताज.txt
52095580-5eef-4721-9a8a-1f615159529c	catalog-track	बंसीधर का ताज	gurukul	Other / Misc	Hindi	Raga Todi qawwali, 70 to 110 BPM, female devotional voice, bansuri, harmonium, t	0	0	NULL	false	_radio_index/suno_backup/lyrics/52095580-5eef-4721-9a8a-1f615159529c.txt
36dbb97d-2e8b-4a53-bbec-f43d0afa75ad	catalog-track	तोरी बंसी की तान	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic	0	0	NULL	false	_radio_index/suno_backup/lyrics/36dbb97d-2e8b-4a53-bbec-f43d0afa75ad.txt
b4c47e00-23e3-4b09-aafa-1ea1cb27d65c	catalog-track	तोरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_b4c47e00_तोरी बंसी तान.txt
831ce982-3173-46ec-8fde-6f2a71f624d8	catalog-track	तोरी बंसी तान	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian classical, Raga Todi, slow 70 BPM, female devotional, acoustic, b; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_831ce982_तोरी बंसी तान.txt
24d21a4f-0895-4c56-aec7-a4bfa9864ef5	catalog-track	तोरी बंसीतरस	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian classical, Raga Todi, slow 70 BPM, female devotional, acoustic, b; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_24d21a4f_तोरी बंसीतरस.txt
0d0501a9-8f1f-4a21-98f0-69b8429600fd	catalog-track	तोरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_0d0501a9_तोरी बंसीतरस.txt
86a31444-8c53-4fa0-aba2-cb6ca15aaa59	catalog-track	बंसीधर-तोरि	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian classical, Raga Todi, slow 70 BPM, female devotional, acoustic, b; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_86a31444_बंसीधर-तोरि.txt
9a2ad423-1f61-4b9b-896d-68cb77193f5c	catalog-track	तोरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 14 seconds solo bansuri – Raga Todi alap – S r g M P d n S', deep yearning	20	20	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_9a2ad423_बंसीधर-तोरि.txt
8e2f8fd9-7f9d-4716-94c1-4bac528a767b	catalog-track	तेरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 12 seconds solo bansuri – Raga Todi alap – S r g M P d n S' descending	19	19	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_8e2f8fd9_बंसी तान-तड़प.txt
c10e8a3e-5744-4640-aff1-e1378f937cc5	catalog-track	बंसी तान-तड़प	sanaatana-vaigyaniq	Classical & Raag	Hindi	[Style: Indian classical, Raga Todi, slow 70 BPM, female devotional, acoustic, b; Intro: 12 seconds solo bansuri – Raga Todi alap – S r g M P d n S' descending	19	19	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_c10e8a3e_बंसी तान-तड़प.txt
40960b06-71f2-42db-a4f7-ca440d0a25be	catalog-track	तेरी बंसी की तान	kabir-clubbing	Bhakti & Katha	Hindi	Bhakti & Katha; Intro: 12 seconds solo bansuri – notes: S r g M P d n S' descending – Raga Todi alap; Sthayi – Verse 1 – slow, with meend on "taan; Antara 3 – peaceful, slow surrender, almost crying emotion; Outro: 10 seconds solo bansuri – descending from high S' to low S – fade out with tanpura drone	30	15	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_40960b06_बंसी की तान.txt
9f8b0cb8-2b2d-47cb-8906-259a2f1e6144	catalog-track	अमर शत्रुहंता	sanaatana-vaigyaniq	Sanatan & Vedic	Sanskrit	Sanatan & Vedic; Intro - slow shehnai, single voice; Chorus 1; Chorus 2 - powerful; Bridge - emotional, slow; Pre-Chorus - building; Final Chorus - loudest, crowd energy	34	34	ffprobe-duration	false	_radio_index/suno_backup/lyrics/2026-05-09_9f8b0cb8_महाराणा क़फि़या.txt
